"id";"parent";"level";"type";"name";"part";"v_total";"v_eu";"v_nation";"v_proc_eu";"v_proc_nation"
"3-1-5-1";"3-1-5";"e";"Dysponent";"Wojewodowie";"85";7782;0;7782;0.0;100.0
"3-1-5-2";"3-1-5";"e";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";52660;42100;10560;79.95;20.05
"3-1-6";"3-1";"d";"Podzadanie 3.1.6";"Edukacja pozalekcyjna i pozaszkolna";"";117859;87206;30653;73.99;26.01
"3-1-6-1";"3-1-6";"e";"Dysponent";"Wojewodowie";"85";15451;0;15451;0.0;100.0
"3-1-6-2";"3-1-6";"e";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";101788;87206;14582;85.67;14.33
"3-1-6-3";"3-1-6";"e";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";620;0;620;0.0;100.0
"3-1-7";"3-1";"d";"Podzadanie 3.1.7";"Wspieranie dostępu do podręczników";"";5366;0;5366;0.0;100.0
"3-1-7-1";"3-1-7";"e";"Dysponent";"Wojewodowie";"85";138;0;138;0.0;100.0
"3-1-7-2";"3-1-7";"e";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";5228;0;5228;0.0;100.0
"3-1-8";"3-1";"d";"Podzadanie 3.1.8";"Wsparcie działalności edukacyjno-wychowawczej";"";65774;0;65774;0.0;100.0
"3-1-8-1";"3-1-8";"e";"Dysponent";"Wojewodowie";"85";2271;0;2271;0.0;100.0
"3-1-8-2";"3-1-8";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";25183;0;25183;0.0;100.0
"3-1-8-3";"3-1-8";"e";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";577;0;577;0.0;100.0
"3-1-8-4";"3-1-8";"e";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";37743;0;37743;0.0;100.0
"3-1-9";"3-1";"d";"Podzadanie 3.1.9";"Prowadzenie działalności edukacyjnej, badawczej i popularyzatorskiej przez IPN";"";55198;0;55198;0.0;100.0
"3-1-9-1";"3-1-9";"e";"Dysponent";"Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu";"13";55198;0;55198;0.0;100.0
"3-1-10";"3-1";"d";"Podzadanie 3.1.10";"Infrastruktura edukacji";"";18000;0;18000;0.0;100.0
"3-1-10-1";"3-1-10";"e";"Dysponent";"Wojewodowie";"85";920;0;920;0.0;100.0
"3-1-10-2";"3-1-10";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";11740;0;11740;0.0;100.0
"3-1-10-3";"3-1-10";"e";"Dysponent";"Ministerstwo Środowiska";"41";5340;0;5340;0.0;100.0
"3-2";"3";"c";"Zadanie 3.2";"Szkolnictwo wyższe";"";12442732;619691;11823041;4.98;95.02
"3-2-1";"3-2";"d";"Podzadanie 3.2.1";"Zarządzanie systemem szkolnictwa wyższego";"";28892;0;28892;0.0;100.0
"3-2-1-1";"3-2-1";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";28892;0;28892;0.0;100.0
"3-2-2";"3-2";"d";"Podzadanie 3.2.2";"Kształcenie w szkolnictwie wyższym akademickim";"";9848166;355685;9492481;3.61;96.39
"3-2-2-1";"3-2-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"21";81296;0;81296;0.0;100.0
"3-2-2-2";"3-2-2";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";443982;0;443982;0.0;100.0
"3-2-2-3";"3-2-2";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";272694;0;272694;0.0;100.0
"3-2-2-4";"3-2-2";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";7818650;355685;7462965;4.55;95.45
"3-2-2-5";"3-2-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";5473;0;5473;0.0;100.0
"3-2-2-6";"3-2-2";"e";"Dysponent";"Ministerstwo Zdrowia";"46";1226071;0;1226071;0.0;100.0
"3-2-3";"3-2";"d";"Podzadanie 3.2.3";"Kształcenie w szkolnictwie wyższym zawodowym";"";59317;0;59317;0.0;100.0
"3-2-3-1";"3-2-3";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";59317;0;59317;0.0;100.0
"3-2-4";"3-2";"d";"Podzadanie 3.2.4";"Wsparcie procesu studiowania";"";1688942;0;1688942;0.0;100.0
"3-2-4-1";"3-2-4";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";26855;0;26855;0.0;100.0
"3-2-4-2";"3-2-4";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";1565599;0;1565599;0.0;100.0
"3-2-4-3";"3-2-4";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";1292;0;1292;0.0;100.0
"3-2-4-4";"3-2-4";"e";"Dysponent";"Ministerstwo Zdrowia";"46";95196;0;95196;0.0;100.0
"3-2-5";"3-2";"d";"Podzadanie 3.2.5";"Infrastruktura szkolnictwa wyższego";"";678461;264006;414455;38.91;61.09
"3-2-5-1";"3-2-5";"e";"Dysponent";"Ministerstwo Infrastruktury";"21";25365;0;25365;0.0;100.0
"3-2-5-2";"3-2-5";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";12600;0;12600;0.0;100.0
"3-2-5-3";"3-2-5";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";21740;0;21740;0.0;100.0
"3-2-5-4";"3-2-5";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";574395;264006;310389;45.96;54.04
"3-2-5-5";"3-2-5";"e";"Dysponent";"Ministerstwo Zdrowia";"46";44361;0;44361;0.0;100.0
"3-2-6";"3-2";"d";"Podzadanie 3.2.6";"Program wieloletni ``Budowa kampusu 600-lecia Odnowienia Uniwersytetu Jagiellońskiego``";"";55000;0;55000;0.0;100.0
"3-2-6-1";"3-2-6";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";55000;0;55000;0.0;100.0
"3-2-7";"3-2";"d";"Podzadanie 3.2.7";"Program wieloletni ``Uniwersytet im. Adama Mickiewicza w Poznaniu 2004-2015``";"";83954;0;83954;0.0;100.0
"3-2-7-1";"3-2-7";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";83954;0;83954;0.0;100.0
"3-3";"3";"c";"Zadanie 3.3";"Informatyzacja działalności i budowa społeczeństwa informacyjnego";"";6837;1385;5452;20.26;79.74
"3-3-1";"3-3";"d";"Podzadanie 3.3.1";"Utrzymanie i rozwój systemów informatycznych";"";4924;0;4924;0.0;100.0
"3-3-1-1";"3-3-1";"e";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";4372;0;4372;0.0;100.0
"3-3-1-2";"3-3-1";"e";"Dysponent";"Wojewodowie";"85";552;0;552;0.0;100.0
"3-3-2";"3-3";"d";"Podzadanie 3.3.2";"Budowa i wdrożenie rozwiązań informatycznych";"";1913;1385;528;72.4;27.6
"3-3-2-1";"3-3-2";"e";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";1913;1385;528;72.4;27.6
"4";"";"b";"FUNKCJA 4";"ZARZĄDZANIE FINANSAMI PAŃSTWA";"";162662835;36781689;125881146;22.61;77.39
"4-1";"4";"c";"Zadanie 4.1";"Opracowywanie i wykonywanie budżetu państwa";"";54798946;36720695;18078251;67.01;32.99
"4-1-1";"4-1";"d";"Podzadanie 4.1.1";"Opracowanie metodologii i planowanie budżetowe";"";131612;16701;114911;12.69;87.31
"4-1-1-1";"4-1-1";"e";"Dysponent";"Ministerstwo Finansów";"19";35697;16701;18996;46.79;53.21
"4-1-1-2";"4-1-1";"e";"Dysponent";"Ministerstwo Finansów";"81";95000;0;95000;0.0;100.0
"4-1-1-3";"4-1-1";"e";"Dysponent";"Wojewodowie";"85";915;0;915;0.0;100.0
"4-1-2";"4-1";"d";"Podzadanie 4.1.2";"Realizacja budżetu państwa";"";54667334;36703994;17963340;67.14;32.86
"4-1-2-1";"4-1-2";"e";"Dysponent";"Ministerstwo Finansów";"19";23276;0;23276;0.0;100.0
"4-1-2-2";"4-1-2";"e";"Dysponent";"Ministerstwo Finansów";"83";54644058;36703994;17940064;67.17;32.83
"4-2";"4";"c";"Zadanie 4.2";"Opracowanie systemu finansowania jednostek samorządu terytorialnego (jst) i sfery budżetowej";"";48364265;2258;48362007;0.0;100.0
"4-2-1";"4-2";"d";"Podzadanie 4.2.1";"Zapewnienie spójności systemu finansów publicznych";"";48359152;0;48359152;0.0;100.0
"4-2-1-1";"4-2-1";"e";"Dysponent";"Ministerstwo Finansów";"19";1195;0;1195;0.0;100.0
"4-2-1-2";"4-2-1";"e";"Dysponent";"Ministerstwo Finansów";"82";48357658;0;48357658;0.0;100.0
"4-2-1-3";"4-2-1";"e";"Dysponent";"Wojewodowie";"85";299;0;299;0.0;100.0
"4-2-2";"4-2";"d";"Podzadanie 4.2.2";"Analiza i ocena funkcjonowania systemu finansowania jst";"";5113;2258;2855;44.16;55.84
"4-2-2-1";"4-2-2";"e";"Dysponent";"Ministerstwo Finansów";"19";3390;2258;1132;66.61;33.39
"4-2-2-2";"4-2-2";"e";"Dysponent";"Wojewodowie";"85";1723;0;1723;0.0;100.0
"4-3";"4";"c";"Zadanie 4.3";"Realizacja dochodów z podatków bezpośrednich, pośrednich oraz dochodów niepodatkowych";"";3427947;27555;3400392;0.8;99.2
"4-3-1";"4-3";"d";"Podzadanie 4.3.1";"Pobór podatków w tym ustalanie i określanie zobowiązań podatkowych oraz niepodatkowych należności budżetu państwa i jednostek samorządu terytorialnego";"";2462489;0;2462489;0.0;100.0
"4-3-1-1";"4-3-1";"e";"Dysponent";"Ministerstwo Finansów";"19";2444819;0;2444819;0.0;100.0
"4-3-1-2";"4-3-1";"e";"Dysponent";"Wojewodowie";"85";17670;0;17670;0.0;100.0
"4-3-2";"4-3";"d";"Podzadanie 4.3.2";"Zapewnienie sprawnej obsługi podatników";"";84695;13312;71383;15.72;84.28
"4-3-2-1";"4-3-2";"e";"Dysponent";"Ministerstwo Finansów";"19";84695;13312;71383;15.72;84.28
"4-3-3";"4-3";"d";"Podzadanie 4.3.3";"Pobór ceł i udogodnienia w handlu i podróżach przez granicę";"";503947;14243;489704;2.83;97.17
"4-3-3-1";"4-3-3";"e";"Dysponent";"Ministerstwo Finansów";"19";503947;14243;489704;2.83;97.17
"4-3-4";"4-3";"d";"Podzadanie 4.3.4";"Prowadzenie postępowań egzekucyjnych";"";376816;0;376816;0.0;100.0
"4-3-4-1";"4-3-4";"e";"Dysponent";"Ministerstwo Finansów";"19";376816;0;376816;0.0;100.0
"4-4";"4";"c";"Zadanie 4.4";"Zarządzanie długiem publicznym";"";38324734;0;38324734;0.0;100.0
"4-4-1";"4-4";"d";"Podzadanie 4.4.1";"Zarządzanie i obsługa długu krajowego";"";29632592;0;29632592;0.0;100.0
"4-4-1-1";"4-4-1";"e";"Dysponent";"Ministerstwo Finansów";"19";10892;0;10892;0.0;100.0
"4-4-1-2";"4-4-1";"e";"Dysponent";"Ministerstwo Finansów";"79";29621700;0;29621700;0.0;100.0
"4-4-2";"4-4";"d";"Podzadanie 4.4.2";"Zarządzanie i obsługa długu zagranicznego";"";8692142;0;8692142;0.0;100.0
"4-4-2-1";"4-4-2";"e";"Dysponent";"Ministerstwo Finansów";"19";2756;0;2756;0.0;100.0
"4-4-2-2";"4-4-2";"e";"Dysponent";"Ministerstwo Finansów";"78";8689386;0;8689386;0.0;100.0
"4-5";"4";"c";"Zadanie 4.5";"Przeciwdziałanie zagrożeniom bezpieczeństwa finansowego państwa";"";314394;1314;313080;0.42;99.58
"4-5-1";"4-5";"d";"Podzadanie 4.5.1";"Prowadzenie postępowań karnych skarbowych";"";14243;0;14243;0.0;100.0
"4-5-1-1";"4-5-1";"e";"Dysponent";"Ministerstwo Finansów";"19";14243;0;14243;0.0;100.0
"4-5-2";"4-5";"d";"Podzadanie 4.5.2";"Przeciwdziałanie praniu pieniędzy i finansowaniu terroryzmu";"";5917;0;5917;0.0;100.0
"4-5-2-1";"4-5-2";"e";"Dysponent";"Ministerstwo Finansów";"19";4732;0;4732;0.0;100.0
"4-5-2-2";"4-5-2";"e";"Dysponent";"Wojewodowie";"85";1185;0;1185;0.0;100.0
"4-5-3";"4-5";"d";"Podzadanie 4.5.3";"Wywiad skarbowy";"";49245;0;49245;0.0;100.0
"4-5-3-1";"4-5-3";"e";"Dysponent";"Ministerstwo Finansów";"19";49245;0;49245;0.0;100.0
"4-5-4";"4-5";"d";"Podzadanie 4.5.4";"Ochrona rynku przed przemytem towarów";"";244989;1314;243675;0.54;99.46
"4-5-4-1";"4-5-4";"e";"Dysponent";"Ministerstwo Finansów";"19";244989;1314;243675;0.54;99.46
"4-6";"4";"c";"Zadanie 4.6";"Koordynowanie i organizowanie współpracy finansowej, kredytowej i płatniczej z zagranicą oraz w ramach Unii Europejskiej";"";15670444;0;15670444;0.0;100.0
"4-6-1";"4-6";"d";"Podzadanie 4.6.1";"Nadzór w zakresie finansowych instrumentów wspierania eksportu";"";13744;0;13744;0.0;100.0
"4-6-1-1";"4-6-1";"e";"Dysponent";"Ministerstwo Finansów";"19";13744;0;13744;0.0;100.0
"4-6-2";"4-6";"d";"Podzadanie 4.6.2";"Środki własne UE";"";15656700;0;15656700;0.0;100.0
"4-6-2-1";"4-6-2";"e";"Dysponent";"Ministerstwo Finansów";"19";275;0;275;0.0;100.0
"4-6-2-2";"4-6-2";"e";"Dysponent";"Ministerstwo Finansów";"84";15656425;0;15656425;0.0;100.0
"4-7";"4";"c";"Zadanie 4.7";"Działania kontrolne w zakresie poboru należności budżetu państwa";"";1024172;0;1024172;0.0;100.0
"4-7-1";"4-7";"d";"Podzadanie 4.7.1";"Prowadzenie kontroli podatkowych";"";313361;0;313361;0.0;100.0
"4-7-1-1";"4-7-1";"e";"Dysponent";"Ministerstwo Finansów";"19";313361;0;313361;0.0;100.0
"4-7-2";"4-7";"d";"Podzadanie 4.7.2";"Prowadzenie kontroli wykonywanej przez Służbę Celną";"";516943;0;516943;0.0;100.0
"4-7-2-1";"4-7-2";"e";"Dysponent";"Ministerstwo Finansów";"19";516943;0;516943;0.0;100.0
"4-7-3";"4-7";"d";"Podzadanie 4.7.3";"Prowadzenie czynności sprawdzających";"";193868;0;193868;0.0;100.0
"4-7-3-1";"4-7-3";"e";"Dysponent";"Ministerstwo Finansów";"19";193868;0;193868;0.0;100.0
"4-8";"4";"c";"Zadanie 4.8";"Kontrola skarbowa oraz nadzór nad organami kontroli skarbowej";"";379105;0;379105;0.0;100.0
"4-8-1";"4-8";"d";"Podzadanie 4.8.1";"Analiza, zarządzanie i wykorzystywanie danych uzyskanych w wyniku działań organów kontroli skarbowej";"";31123;0;31123;0.0;100.0
"4-8-1-1";"4-8-1";"e";"Dysponent";"Ministerstwo Finansów";"19";31123;0;31123;0.0;100.0
"4-8-2";"4-8";"d";"Podzadanie 4.8.2";"Inicjowanie i prowadzenie postępowań kontrolnych prowadzonych przez organ kontroli skarbowej";"";294620;0;294620;0.0;100.0
"4-8-2-1";"4-8-2";"e";"Dysponent";"Ministerstwo Finansów";"19";294620;0;294620;0.0;100.0
"4-8-3";"4-8";"d";"Podzadanie 4.8.3";"Audyt i kontrola środków pochodzących z UE";"";53362;0;53362;0.0;100.0
"4-8-3-1";"4-8-3";"e";"Dysponent";"Ministerstwo Finansów";"19";53362;0;53362;0.0;100.0
"4-9";"4";"c";"Zadanie 4.9";"Nadzór nad rynkiem kapitałowym, ubezpieczeniowym, emerytalnym i bankowym";"";207083;0;207083;0.0;100.0
"4-9-1";"4-9";"d";"Podzadanie 4.9.1";"Nadzór nad podmiotami rynku kapitałowego";"";37504;0;37504;0.0;100.0
"4-9-1-1";"4-9-1";"e";"Dysponent";"Ministerstwo Finansów";"19";1021;0;1021;0.0;100.0
"4-9-1-2";"4-9-1";"e";"Dysponent";"Komisja Nadzoru Finansowego";"70";36483;0;36483;0.0;100.0
"4-9-2";"4-9";"d";"Podzadanie 4.9.2";"Nadzór nad działalnością zakładów ubezpieczeń";"";22845;0;22845;0.0;100.0
"4-9-2-1";"4-9-2";"e";"Dysponent";"Ministerstwo Finansów";"19";550;0;550;0.0;100.0
"4-9-2-2";"4-9-2";"e";"Dysponent";"Komisja Nadzoru Finansowego";"70";22295;0;22295;0.0;100.0
"4-9-3";"4-9";"d";"Podzadanie 4.9.3";"Nadzór nad działalnością rynku emerytalnego";"";14646;0;14646;0.0;100.0
"4-9-3-1";"4-9-3";"e";"Dysponent";"Ministerstwo Finansów";"19";459;0;459;0.0;100.0
"4-9-3-2";"4-9-3";"e";"Dysponent";"Komisja Nadzoru Finansowego";"70";14187;0;14187;0.0;100.0
"4-9-4";"4-9";"d";"Podzadanie 4.9.4";"Nadzór bankowy";"";130802;0;130802;0.0;100.0
"4-9-4-1";"4-9-4";"e";"Dysponent";"Ministerstwo Finansów";"19";1093;0;1093;0.0;100.0
"4-9-4-2";"4-9-4";"e";"Dysponent";"Komisja Nadzoru Finansowego";"70";129709;0;129709;0.0;100.0
"4-9-5";"4-9";"d";"Podzadanie 4.9.5";"Nadzór nad pośrednikami finansowymi";"";468;0;468;0.0;100.0
"4-9-5-1";"4-9-5";"e";"Dysponent";"Ministerstwo Finansów";"19";468;0;468;0.0;100.0
"4-9-6";"4-9";"d";"Podzadanie 4.9.6";"Ochrona interesów nieprofesjonalnych uczestników rynku finansowego";"";818;0;818;0.0;100.0
"4-9-6-1";"4-9-6";"e";"Dysponent";"Ministerstwo Finansów";"19";818;0;818;0.0;100.0
"4-10";"4";"c";"Zadanie 4.10";"Informatyzacja działalności i budowa społeczeństwa informacyjnego";"";151745;29867;121878;19.68;80.32
"4-10-1";"4-10";"d";"Podzadanie 4.10.1";"Utrzymanie systemów informatycznych";"";140291;20127;120164;14.35;85.65
"4-10-1-1";"4-10-1";"e";"Dysponent";"Ministerstwo Finansów";"19";140291;20127;120164;14.35;85.65
"4-10-2";"4-10";"d";"Podzadanie 4.10.2";"Budowa i wdrożenie rozwiązań informatycznych";"";11454;9740;1714;85.04;14.96
"4-10-2-1";"4-10-2";"e";"Dysponent";"Ministerstwo Finansów";"19";11454;9740;1714;85.04;14.96
"5";"";"b";"FUNKCJA 5";"OCHRONA PRAW I INTERESÓW SKARBU PAŃSTWA";"";199435;0;199435;0.0;100.0
"5-1";"5";"c";"Zadanie 5.1";"Gospodarowanie mieniem Skarbu Państwa";"";100255;0;100255;0.0;100.0
"5-1-1";"5-1";"d";"Podzadanie 5.1.1";"Przekształcenia własnościowe (prywatyzacja)";"";8045;0;8045;0.0;100.0
"5-1-1-1";"5-1-1";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";0;0;0;0;0
"5-1-1-2";"5-1-1";"e";"Dysponent";"Ministerstwo Skarbu Państwa";"36";7504;0;7504;0.0;100.0
"5-1-1-3";"5-1-1";"e";"Dysponent";"Wojewodowie";"85";541;0;541;0.0;100.0
"5-1-2";"5-1";"d";"Podzadanie 5.1.2";"Nadzór właścicielski";"";20801;0;20801;0.0;100.0
"5-1-2-1";"5-1-2";"e";"Dysponent";"Ministerstwo Skarbu Państwa";"36";20029;0;20029;0.0;100.0
"5-1-2-2";"5-1-2";"e";"Dysponent";"Wojewodowie";"85";772;0;772;0.0;100.0
"5-1-3";"5-1";"d";"Podzadanie 5.1.3";"Zarządzanie mieniem Skarbu Państwa";"";52710;0;52710;0.0;100.0
"5-1-3-1";"5-1-3";"e";"Dysponent";"Ministerstwo Finansów";"19";14;0;14;0.0;100.0
"5-1-3-2";"5-1-3";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";0;0;0;0;0
"5-1-3-3";"5-1-3";"e";"Dysponent";"Ministerstwo Skarbu Państwa";"36";3822;0;3822;0.0;100.0
"5-1-3-4";"5-1-3";"e";"Dysponent";"Wojewodowie";"85";48874;0;48874;0.0;100.0
"5-1-4";"5-1";"d";"Podzadanie 5.1.4";"Regulacja stanu prawnego nieruchomości";"";18699;0;18699;0.0;100.0
"5-1-4-1";"5-1-4";"e";"Dysponent";"Ministerstwo Skarbu Państwa";"36";999;0;999;0.0;100.0
"5-1-4-2";"5-1-4";"e";"Dysponent";"Wojewodowie";"85";17700;0;17700;0.0;100.0
"5-2";"5";"c";"Zadanie 5.2";"Roszczenia majątkowe wobec Skarbu Państwa (w tym za mienie pozostawione poza granicami państwa)";"";40330;0;40330;0.0;100.0
"5-2-1";"5-2";"d";"Podzadanie 5.2.1";"Zaspokajanie roszczeń majątkowych wobec Skarbu Państwa";"";35068;0;35068;0.0;100.0
"5-2-1-1";"5-2-1";"e";"Dysponent";"Ministerstwo Skarbu Państwa";"36";2827;0;2827;0.0;100.0
"5-2-1-2";"5-2-1";"e";"Dysponent";"Wojewodowie";"85";32241;0;32241;0.0;100.0
"5-2-2";"5-2";"d";"Podzadanie 5.2.2";"Rewindykacja mienia i rekompensaty za mienie pozostawione poza granicami państwa";"";5262;0;5262;0.0;100.0
"5-2-2-1";"5-2-2";"e";"Dysponent";"Wojewodowie";"85";5262;0;5262;0.0;100.0
"5-3";"5";"c";"Zadanie 5.3";"Zastępstwo procesowe oraz działalność opiniodawcza i legislacyjna";"";58850;0;58850;0.0;100.0
"5-3-1";"5-3";"d";"Podzadanie 5.3.1";"Wykonywanie zastępstwa procesowego";"";45465;0;45465;0.0;100.0
"5-3-1-1";"5-3-1";"e";"Dysponent";"Prokuratoria Generalna Skarbu Państwa";"74";40604;0;40604;0.0;100.0
"5-3-1-2";"5-3-1";"e";"Dysponent";"Wojewodowie";"85";4861;0;4861;0.0;100.0
"5-3-2";"5-3";"d";"Podzadanie 5.3.2";"Działalność opiniodawcza i legislacyjna";"";13385;0;13385;0.0;100.0
"5-3-2-1";"5-3-2";"e";"Dysponent";"Ministerstwo Finansów";"19";184;0;184;0.0;100.0
"5-3-2-2";"5-3-2";"e";"Dysponent";"Wojewodowie";"85";13201;0;13201;0.0;100.0
"6";"";"b";"FUNKCJA 6";"POLITYKA GOSPODARCZA KRAJU";"";4319308;1643467;2675841;38.05;61.95
"6-1";"6";"c";"Zadanie 6.1";"Wzrost konkurencyjności gospodarki";"";1903565;1245544;658021;65.43;34.57
"6-1-1";"6-1";"d";"Podzadanie 6.1.1";"Zmiana systemu stanowienia prawa i usprawnienie systemu oceny skutków regulacji";"";8750;7892;858;90.19;9.81
"6-1-1-1";"6-1-1";"e";"Dysponent";"Ministerstwo Gospodarki";"20";8750;7892;858;90.19;9.81
"6-1-2";"6-1";"d";"Podzadanie 6.1.2";"Tworzenie warunków do zwiększania innowacyjności przedsiębiorstw";"";1373724;1095013;278711;79.71;20.29
"6-1-2-1";"6-1-2";"e";"Dysponent";"Ministerstwo Gospodarki";"20";1373724;1095013;278711;79.71;20.29
"6-1-3";"6-1";"d";"Podzadanie 6.1.3";"Tworzenie warunków dla funkcjonowania przedsiębiorstw";"";125197;22457;102740;17.94;82.06
"6-1-3-1";"6-1-3";"e";"Dysponent";"Ministerstwo Gospodarki";"20";125197;22457;102740;17.94;82.06
"6-1-4";"6-1";"d";"Podzadanie 6.1.4";"Wspieranie mikro, małych i średnich przedsiębiorstw";"";50524;0;50524;0.0;100.0
"6-1-4-1";"6-1-4";"e";"Dysponent";"Ministerstwo Gospodarki";"20";50524;0;50524;0.0;100.0
"6-1-5";"6-1";"d";"Podzadanie 6.1.5";"System wsparcia inwestorów";"";187101;94093;93008;50.29;49.71
"6-1-5-1";"6-1-5";"e";"Dysponent";"Ministerstwo Gospodarki";"20";187101;94093;93008;50.29;49.71
"6-1-6";"6-1";"d";"Podzadanie 6.1.6";"Współtworzenie polityki gospodarczej i wspólnej polityki handlowej Unii Europejskiej uwzgledniajacej interesy Polski";"";31500;0;31500;0.0;100.0
"6-1-6-1";"6-1-6";"e";"Dysponent";"Ministerstwo Gospodarki";"20";31500;0;31500;0.0;100.0
"6-1-7";"6-1";"d";"Podzadanie 6.1.7";"Promocja gospodarcza Polski";"";97537;4839;92698;4.96;95.04
"6-1-7-1";"6-1-7";"e";"Dysponent";"Ministerstwo Gospodarki";"20";97537;4839;92698;4.96;95.04
"6-1-8";"6-1";"d";"Podzadanie 6.1.8";"Intensyfikacja wymiany handlowej w zakresie produktu, usług i kapitału";"";29232;21250;7982;72.69;27.31
"6-1-8-1";"6-1-8";"e";"Dysponent";"Ministerstwo Gospodarki";"20";29232;21250;7982;72.69;27.31
"6-2";"6";"c";"Zadanie 6.2";"Bezpieczeństwo gospodarcze państwa";"";915772;300000;615772;32.76;67.24
"6-2-1";"6-2";"d";"Podzadanie 6.2.1";"Dywersyfikacja źródeł energii i tworzenie nowych zdolności przesyłowych i transportowych energii elektrycznej, gazu ziemnego i ropy naftowej oraz rozbudowa podziemnych magazynów gazu ziemnego";"";106291;96332;9959;90.63;9.37
"6-2-1-1";"6-2-1";"e";"Dysponent";"Ministerstwo Gospodarki";"20";106291;96332;9959;90.63;9.37
"6-2-2";"6-2";"d";"Podzadanie 6.2.2";"Tworzenie warunków dla funkcjonowania górnictwa węgla kamiennego";"";453247;0;453247;0.0;100.0
"6-2-2-1";"6-2-2";"e";"Dysponent";"Ministerstwo Gospodarki";"20";453247;0;453247;0.0;100.0
"6-2-3";"6-2";"d";"Podzadanie 6.2.3";"Wspieranie bezpieczeństwa energetycznego";"";220209;203668;16541;92.49;7.51
"6-2-3-1";"6-2-3";"e";"Dysponent";"Ministerstwo Gospodarki";"20";218048;203668;14380;93.41;6.59
"6-2-3-2";"6-2-3";"e";"Dysponent";"Urząd Regulacji Energetyki";"50";1909;0;1909;0.0;100.0
"6-2-3-3";"6-2-3";"e";"Dysponent";"Wojewodowie";"85";252;0;252;0.0;100.0
"6-2-4";"6-2";"d";"Podzadanie 6.2.4";"Wspieranie wykorzystania odnawialnych źródeł energii i biopaliw ciekłych w transporcie";"";0;0;0;0;0
"6-2-4-1";"6-2-4";"e";"Dysponent";"Ministerstwo Gospodarki";"20";0;0;0;0;0
"6-2-4-2";"6-2-4";"e";"Dysponent";"Ministerstwo Środowiska";"41";0;0;0;0;0
"6-2-5";"6-2";"d";"Podzadanie 6.2.5";"Potencjał gospodarczy na rzecz bezpieczeństwa państwa";"";110699;0;110699;0.0;100.0
"6-2-5-1";"6-2-5";"e";"Dysponent";"Ministerstwo Gospodarki";"20";110699;0;110699;0.0;100.0
"6-2-6";"6-2";"d";"Podzadanie 6.2.6";"Budowa infrastruktury dla energetyki jądrowej";"";25326;0;25326;0.0;100.0
"6-2-6-1";"6-2-6";"e";"Dysponent";"Ministerstwo Gospodarki";"20";25326;0;25326;0.0;100.0
"6-3";"6";"c";"Zadanie 6.3";"Wspieranie i regulacja rynku telekomunikacyjnego i pocztowego";"";42443;713;41730;1.68;98.32
"6-3-1";"6-3";"d";"Podzadanie 6.3.1";"Regulacja rynku usług telekomunikacyjnych i pocztowych";"";40543;713;39830;1.76;98.24
"6-3-1-1";"6-3-1";"e";"Dysponent";"Ministerstwo Infrastruktury";"26";4403;191;4212;4.34;95.66
"6-3-1-2";"6-3-1";"e";"Dysponent";"Urząd Komunikacji Elektronicznej";"76";36140;522;35618;1.44;98.56
"6-3-2";"6-3";"d";"Podzadanie 6.3.2";"Rekompensowanie operatorom kosztów nieodpłatnego doręczania przesyłek pocztowych ustawowo zwolnionych z opłat";"";1900;0;1900;0.0;100.0
"6-3-2-1";"6-3-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"26";1900;0;1900;0.0;100.0
